,index,response,rt,ppt_idx,accuracy,match,sent_condition,media_condition,item,object,list,ppt_id
1994,16,2,1.234,17,1,mismatch,a,b,1,Axe,3,3_17
1995,17,2,18.693,18,1,mismatch,a,b,1,Axe,3,3_18
1996,18,2,0.877,19,1,mismatch,a,b,1,Axe,3,3_19
1997,19,2,0.606,20,1,mismatch,a,b,1,Axe,3,3_20
1998,20,2,0.624,21,1,mismatch,a,b,1,Axe,3,3_21
1999,21,2,0.635,22,1,mismatch,a,b,1,Axe,3,3_22
2000,22,2,1.264,23,1,mismatch,a,b,1,Axe,3,3_23
2001,23,2,0.826,24,1,mismatch,a,b,1,Axe,3,3_24
2002,24,2,0.947,25,1,mismatch,a,b,1,Axe,3,3_25
2003,25,2,0.81,26,1,mismatch,a,b,1,Axe,3,3_26
2004,26,2,0.898,27,1,mismatch,a,b,1,Axe,3,3_27
2005,27,2,1.034,28,1,mismatch,a,b,1,Axe,3,3_28
2006,28,2,1.4,29,1,mismatch,a,b,1,Axe,3,3_29
2007,29,2,0.665,30,1,mismatch,a,b,1,Axe,3,3_30
2008,30,2,1.086,31,1,mismatch,a,b,1,Axe,3,3_31
2009,31,2,0.431,32,1,mismatch,a,b,1,Axe,3,3_32
2010,32,2,1.342,33,1,mismatch,a,b,1,Axe,3,3_33
2011,33,2,0.816,34,1,mismatch,a,b,1,Axe,3,3_34
2012,34,2,0.727,35,1,mismatch,a,b,1,Axe,3,3_35
2013,35,2,0.028,36,1,mismatch,a,b,1,Axe,3,3_36
2014,36,2,1.126,37,1,mismatch,a,b,1,Axe,3,3_37
2015,37,2,0.772,38,1,mismatch,a,b,1,Axe,3,3_38
2016,38,2,2.087,39,1,mismatch,a,b,1,Axe,3,3_39
2017,39,2,0.721,40,1,mismatch,a,b,1,Axe,3,3_40
2018,40,2,0.836,41,1,mismatch,a,b,1,Axe,3,3_41
2019,41,2,0.994,42,1,mismatch,a,b,1,Axe,3,3_42
2020,42,1,0.534,43,0,mismatch,a,b,1,Axe,3,3_43
2021,0,2,1.352,1,1,mismatch,a,b,12,Glass,3,3_1
2022,1,2,0.659,2,1,mismatch,a,b,12,Glass,3,3_2
2023,2,2,0.656,3,1,mismatch,a,b,12,Glass,3,3_3
2024,3,2,0.721,4,1,mismatch,a,b,12,Glass,3,3_4
2025,4,2,0.941,5,1,mismatch,a,b,12,Glass,3,3_5
2026,5,2,0.92,6,1,mismatch,a,b,12,Glass,3,3_6
2027,6,2,1.096,7,1,mismatch,a,b,12,Glass,3,3_7
2028,7,2,1.188,8,1,mismatch,a,b,12,Glass,3,3_8
2029,8,2,0.538,9,1,mismatch,a,b,12,Glass,3,3_9
2030,9,2,0.501,10,1,mismatch,a,b,12,Glass,3,3_10
2031,10,2,0.857,11,1,mismatch,a,b,12,Glass,3,3_11
2032,11,2,1.14,12,1,mismatch,a,b,12,Glass,3,3_12
2033,12,2,1.217,13,1,mismatch,a,b,12,Glass,3,3_13
2034,13,2,1.565,14,1,mismatch,a,b,12,Glass,3,3_14
2035,14,2,0.587,15,1,mismatch,a,b,12,Glass,3,3_15
2036,15,2,1.11,16,1,mismatch,a,b,12,Glass,3,3_16
2037,16,2,1.189,17,1,mismatch,a,b,12,Glass,3,3_17
2038,17,2,1.648,18,1,mismatch,a,b,12,Glass,3,3_18
2039,18,2,0.822,19,1,mismatch,a,b,12,Glass,3,3_19
2040,19,2,0.75,20,1,mismatch,a,b,12,Glass,3,3_20
2041,20,2,0.796,21,1,mismatch,a,b,12,Glass,3,3_21
2042,21,2,0.952,22,1,mismatch,a,b,12,Glass,3,3_22
2043,22,2,1.126,23,1,mismatch,a,b,12,Glass,3,3_23
2044,23,2,1.809,24,1,mismatch,a,b,12,Glass,3,3_24
2045,24,2,1.285,25,1,mismatch,a,b,12,Glass,3,3_25
2046,25,2,0.677,26,1,mismatch,a,b,12,Glass,3,3_26
2047,26,2,0.9,27,1,mismatch,a,b,12,Glass,3,3_27
2048,27,2,6.081,28,1,mismatch,a,b,12,Glass,3,3_28
2049,28,1,0.845,29,0,mismatch,a,b,12,Glass,3,3_29
2050,29,2,1.947,30,1,mismatch,a,b,12,Glass,3,3_30
2051,30,2,0.891,31,1,mismatch,a,b,12,Glass,3,3_31
2052,31,2,0.848,32,1,mismatch,a,b,12,Glass,3,3_32
2053,32,2,1.942,33,1,mismatch,a,b,12,Glass,3,3_33
2054,33,2,2.624,34,1,mismatch,a,b,12,Glass,3,3_34
2055,34,2,0.815,35,1,mismatch,a,b,12,Glass,3,3_35
2056,35,2,0.035,36,1,mismatch,a,b,12,Glass,3,3_36
2057,36,2,1.066,37,1,mismatch,a,b,12,Glass,3,3_37
2058,37,2,1.109,38,1,mismatch,a,b,12,Glass,3,3_38
2059,38,2,1.197,39,1,mismatch,a,b,12,Glass,3,3_39
2060,39,2,1.095,40,1,mismatch,a,b,12,Glass,3,3_40
2061,40,2,1.079,41,1,mismatch,a,b,12,Glass,3,3_41
2062,41,2,1.317,42,1,mismatch,a,b,12,Glass,3,3_42
2063,42,2,1.476,43,1,mismatch,a,b,12,Glass,3,3_43
2064,0,2,0.727,1,1,mismatch,b,a,16,Key,3,3_1
2065,1,2,1.279,2,1,mismatch,b,a,16,Key,3,3_2
2066,2,1,1.205,3,0,mismatch,b,a,16,Key,3,3_3
2067,3,2,0.993,4,1,mismatch,b,a,16,Key,3,3_4
2068,4,2,2.13,5,1,mismatch,b,a,16,Key,3,3_5
2069,5,2,0.624,6,1,mismatch,b,a,16,Key,3,3_6
2070,6,2,0.534,7,1,mismatch,b,a,16,Key,3,3_7
2071,7,2,1.125,8,1,mismatch,b,a,16,Key,3,3_8
2072,8,2,0.811,9,1,mismatch,b,a,16,Key,3,3_9
2073,9,2,0.794,10,1,mismatch,b,a,16,Key,3,3_10
2074,10,2,0.425,11,1,mismatch,b,a,16,Key,3,3_11
2075,11,2,1.198,12,1,mismatch,b,a,16,Key,3,3_12
2076,12,2,0.547,13,1,mismatch,b,a,16,Key,3,3_13
2077,13,2,1.241,14,1,mismatch,b,a,16,Key,3,3_14
2078,14,2,0.72,15,1,mismatch,b,a,16,Key,3,3_15
2079,15,2,0.869,16,1,mismatch,b,a,16,Key,3,3_16
2080,16,2,1.308,17,1,mismatch,b,a,16,Key,3,3_17
2081,17,2,1.601,18,1,mismatch,b,a,16,Key,3,3_18
2082,18,2,0.684,19,1,mismatch,b,a,16,Key,3,3_19
2083,19,2,0.776,20,1,mismatch,b,a,16,Key,3,3_20
2084,20,2,0.514,21,1,mismatch,b,a,16,Key,3,3_21
2085,21,2,0.481,22,1,mismatch,b,a,16,Key,3,3_22
2086,22,2,3.671,23,1,mismatch,b,a,16,Key,3,3_23
2087,23,2,0.991,24,1,mismatch,b,a,16,Key,3,3_24
2088,24,2,0.903,25,1,mismatch,b,a,16,Key,3,3_25
2089,25,2,1.422,26,1,mismatch,b,a,16,Key,3,3_26
2090,26,2,0.695,27,1,mismatch,b,a,16,Key,3,3_27
2091,27,2,0.916,28,1,mismatch,b,a,16,Key,3,3_28
2092,28,2,1.406,29,1,mismatch,b,a,16,Key,3,3_29
2093,29,2,1.001,30,1,mismatch,b,a,16,Key,3,3_30
2094,30,2,0.942,31,1,mismatch,b,a,16,Key,3,3_31
2095,31,2,0.716,32,1,mismatch,b,a,16,Key,3,3_32
2096,32,2,1.236,33,1,mismatch,b,a,16,Key,3,3_33
2097,33,2,1.322,34,1,mismatch,b,a,16,Key,3,3_34
2098,34,2,0.975,35,1,mismatch,b,a,16,Key,3,3_35
2099,35,2,0.348,36,1,mismatch,b,a,16,Key,3,3_36
2100,36,2,1.421,37,1,mismatch,b,a,16,Key,3,3_37
2101,37,2,1.331,38,1,mismatch,b,a,16,Key,3,3_38
2102,38,2,1.322,39,1,mismatch,b,a,16,Key,3,3_39
2103,39,2,0.582,40,1,mismatch,b,a,16,Key,3,3_40
2104,40,1,1.514,41,0,mismatch,b,a,16,Key,3,3_41
2105,41,2,3.838,42,1,mismatch,b,a,16,Key,3,3_42
2106,42,2,1.171,43,1,mismatch,b,a,16,Key,3,3_43
2107,0,2,0.863,1,1,mismatch,a,b,20,Plate,3,3_1
2108,1,2,1.489,2,1,mismatch,a,b,20,Plate,3,3_2
2109,2,2,1.983,3,1,mismatch,a,b,20,Plate,3,3_3
2110,3,2,0.619,4,1,mismatch,a,b,20,Plate,3,3_4
2111,4,2,2.149,5,1,mismatch,a,b,20,Plate,3,3_5
2112,5,2,0.717,6,1,mismatch,a,b,20,Plate,3,3_6
2113,6,2,1.101,7,1,mismatch,a,b,20,Plate,3,3_7
2114,7,2,1.135,8,1,mismatch,a,b,20,Plate,3,3_8
2115,8,2,0.613,9,1,mismatch,a,b,20,Plate,3,3_9
2116,9,2,2.963,10,1,mismatch,a,b,20,Plate,3,3_10
2117,10,2,0.522,11,1,mismatch,a,b,20,Plate,3,3_11
2118,11,2,1.157,12,1,mismatch,a,b,20,Plate,3,3_12
2119,12,2,1.861,13,1,mismatch,a,b,20,Plate,3,3_13
2120,13,2,2.631,14,1,mismatch,a,b,20,Plate,3,3_14
2121,14,2,0.557,15,1,mismatch,a,b,20,Plate,3,3_15
2122,15,2,0.898,16,1,mismatch,a,b,20,Plate,3,3_16
2123,16,2,1.777,17,1,mismatch,a,b,20,Plate,3,3_17
2124,17,1,5.02,18,0,mismatch,a,b,20,Plate,3,3_18
2125,18,2,1.04,19,1,mismatch,a,b,20,Plate,3,3_19
2126,19,2,0.708,20,1,mismatch,a,b,20,Plate,3,3_20
2127,20,2,0.874,21,1,mismatch,a,b,20,Plate,3,3_21
2128,21,2,1.112,22,1,mismatch,a,b,20,Plate,3,3_22
2129,22,2,3.077,23,1,mismatch,a,b,20,Plate,3,3_23
2130,23,2,3.091,24,1,mismatch,a,b,20,Plate,3,3_24
2131,24,2,1.085,25,1,mismatch,a,b,20,Plate,3,3_25
2132,25,2,0.823,26,1,mismatch,a,b,20,Plate,3,3_26
2133,26,1,1.566,27,0,mismatch,a,b,20,Plate,3,3_27
2134,27,1,4.483,28,0,mismatch,a,b,20,Plate,3,3_28
2135,28,2,0.922,29,1,mismatch,a,b,20,Plate,3,3_29
2136,29,2,2.218,30,1,mismatch,a,b,20,Plate,3,3_30
2137,30,2,0.794,31,1,mismatch,a,b,20,Plate,3,3_31
2138,31,2,0.652,32,1,mismatch,a,b,20,Plate,3,3_32
2139,32,2,1.688,33,1,mismatch,a,b,20,Plate,3,3_33
2140,33,2,4.945,34,1,mismatch,a,b,20,Plate,3,3_34
2141,34,2,0.754,35,1,mismatch,a,b,20,Plate,3,3_35
2142,35,2,0.61,36,1,mismatch,a,b,20,Plate,3,3_36
2143,36,2,1.562,37,1,mismatch,a,b,20,Plate,3,3_37
2144,37,2,1.284,38,1,mismatch,a,b,20,Plate,3,3_38
2145,38,2,1.309,39,1,mismatch,a,b,20,Plate,3,3_39
2146,39,2,1.411,40,1,mismatch,a,b,20,Plate,3,3_40
2147,40,2,1.318,41,1,mismatch,a,b,20,Plate,3,3_41
2148,41,2,2.135,42,1,mismatch,a,b,20,Plate,3,3_42
2149,42,2,0.979,43,1,mismatch,a,b,20,Plate,3,3_43
2150,0,2,1.373,1,1,mismatch,b,a,23,Screw,3,3_1
2151,1,2,1.329,2,1,mismatch,b,a,23,Screw,3,3_2
2152,2,2,4.244,3,1,mismatch,b,a,23,Screw,3,3_3
2153,3,2,1.049,4,1,mismatch,b,a,23,Screw,3,3_4
2154,4,2,1.707,5,1,mismatch,b,a,23,Screw,3,3_5
2155,5,2,0.656,6,1,mismatch,b,a,23,Screw,3,3_6
2156,6,2,0.53,7,1,mismatch,b,a,23,Screw,3,3_7
2157,7,2,1.685,8,1,mismatch,b,a,23,Screw,3,3_8
2158,8,2,0.645,9,1,mismatch,b,a,23,Screw,3,3_9
2159,9,2,0.746,10,1,mismatch,b,a,23,Screw,3,3_10
2160,10,2,0.551,11,1,mismatch,b,a,23,Screw,3,3_11
2161,11,2,1.26,12,1,mismatch,b,a,23,Screw,3,3_12
2162,12,2,1.366,13,1,mismatch,b,a,23,Screw,3,3_13
2163,13,2,1.456,14,1,mismatch,b,a,23,Screw,3,3_14
2164,14,2,0.511,15,1,mismatch,b,a,23,Screw,3,3_15
2165,15,2,0.78,16,1,mismatch,b,a,23,Screw,3,3_16
2166,16,2,1.165,17,1,mismatch,b,a,23,Screw,3,3_17
2167,17,2,1.518,18,1,mismatch,b,a,23,Screw,3,3_18
2168,18,2,0.924,19,1,mismatch,b,a,23,Screw,3,3_19
2169,19,2,0.649,20,1,mismatch,b,a,23,Screw,3,3_20
2170,20,2,1.061,21,1,mismatch,b,a,23,Screw,3,3_21
2171,21,2,0.535,22,1,mismatch,b,a,23,Screw,3,3_22
2172,22,2,1.454,23,1,mismatch,b,a,23,Screw,3,3_23
2173,23,2,0.927,24,1,mismatch,b,a,23,Screw,3,3_24
2174,24,2,0.861,25,1,mismatch,b,a,23,Screw,3,3_25
2175,25,2,0.763,26,1,mismatch,b,a,23,Screw,3,3_26
2176,26,2,0.606,27,1,mismatch,b,a,23,Screw,3,3_27
2177,27,2,0.892,28,1,mismatch,b,a,23,Screw,3,3_28
2178,28,1,4.715,29,0,mismatch,b,a,23,Screw,3,3_29
2179,29,2,0.684,30,1,mismatch,b,a,23,Screw,3,3_30
2180,30,2,0.931,31,1,mismatch,b,a,23,Screw,3,3_31
2181,31,2,0.633,32,1,mismatch,b,a,23,Screw,3,3_32
2182,32,2,1.388,33,1,mismatch,b,a,23,Screw,3,3_33
2183,33,2,0.949,34,1,mismatch,b,a,23,Screw,3,3_34
2184,34,2,1.007,35,1,mismatch,b,a,23,Screw,3,3_35
2185,35,2,0.104,36,1,mismatch,b,a,23,Screw,3,3_36
2186,36,2,1.044,37,1,mismatch,b,a,23,Screw,3,3_37
2187,37,2,0.845,38,1,mismatch,b,a,23,Screw,3,3_38
2188,38,2,1.097,39,1,mismatch,b,a,23,Screw,3,3_39
2189,39,2,0.58,40,1,mismatch,b,a,23,Screw,3,3_40
2190,40,2,1.097,41,1,mismatch,b,a,23,Screw,3,3_41
2191,41,2,1.241,42,1,mismatch,b,a,23,Screw,3,3_42
2192,42,2,0.689,43,1,mismatch,b,a,23,Screw,3,3_43
2193,0,2,0.611,1,1,mismatch,a,b,2,Bat,3,3_1
2194,1,2,1.459,2,1,mismatch,a,b,2,Bat,3,3_2
2195,2,2,0.91,3,1,mismatch,a,b,2,Bat,3,3_3
2196,3,2,0.42,4,1,mismatch,a,b,2,Bat,3,3_4
2197,4,2,1.015,5,1,mismatch,a,b,2,Bat,3,3_5
2198,5,2,0.64,6,1,mismatch,a,b,2,Bat,3,3_6
2199,6,2,0.653,7,1,mismatch,a,b,2,Bat,3,3_7
2200,7,2,1.75,8,1,mismatch,a,b,2,Bat,3,3_8
2201,8,2,0.553,9,1,mismatch,a,b,2,Bat,3,3_9
2202,9,2,0.49,10,1,mismatch,a,b,2,Bat,3,3_10
2203,10,2,0.605,11,1,mismatch,a,b,2,Bat,3,3_11
2204,11,2,0.629,12,1,mismatch,a,b,2,Bat,3,3_12
2205,12,2,0.768,13,1,mismatch,a,b,2,Bat,3,3_13
2206,13,2,0.599,14,1,mismatch,a,b,2,Bat,3,3_14
2207,14,2,0.712,15,1,mismatch,a,b,2,Bat,3,3_15
2208,15,2,0.806,16,1,mismatch,a,b,2,Bat,3,3_16
2209,16,2,2.148,17,1,mismatch,a,b,2,Bat,3,3_17
2210,17,1,2.957,18,0,mismatch,a,b,2,Bat,3,3_18
2211,18,2,1.037,19,1,mismatch,a,b,2,Bat,3,3_19
2212,19,2,0.588,20,1,mismatch,a,b,2,Bat,3,3_20
2213,20,2,0.687,21,1,mismatch,a,b,2,Bat,3,3_21
2214,21,2,0.584,22,1,mismatch,a,b,2,Bat,3,3_22
2215,22,2,0.934,23,1,mismatch,a,b,2,Bat,3,3_23
2216,23,2,0.805,24,1,mismatch,a,b,2,Bat,3,3_24
2217,24,2,1.792,25,1,mismatch,a,b,2,Bat,3,3_25
2218,25,2,0.726,26,1,mismatch,a,b,2,Bat,3,3_26
2219,26,2,1.593,27,1,mismatch,a,b,2,Bat,3,3_27
2220,27,2,1.081,28,1,mismatch,a,b,2,Bat,3,3_28
2221,28,2,0.669,29,1,mismatch,a,b,2,Bat,3,3_29
2222,29,2,0.97,30,1,mismatch,a,b,2,Bat,3,3_30
2223,30,2,0.84,31,1,mismatch,a,b,2,Bat,3,3_31
2224,31,2,0.445,32,1,mismatch,a,b,2,Bat,3,3_32
2225,32,2,1.726,33,1,mismatch,a,b,2,Bat,3,3_33
2226,33,2,0.974,34,1,mismatch,a,b,2,Bat,3,3_34
2227,34,2,0.745,35,1,mismatch,a,b,2,Bat,3,3_35
2228,35,2,0.341,36,1,mismatch,a,b,2,Bat,3,3_36
2229,36,2,1.25,37,1,mismatch,a,b,2,Bat,3,3_37
2230,37,2,0.785,38,1,mismatch,a,b,2,Bat,3,3_38
2231,38,2,0.879,39,1,mismatch,a,b,2,Bat,3,3_39
2232,39,2,0.697,40,1,mismatch,a,b,2,Bat,3,3_40
2233,40,2,0.899,41,1,mismatch,a,b,2,Bat,3,3_41
2234,41,2,1.475,42,1,mismatch,a,b,2,Bat,3,3_42
2235,42,2,0.587,43,1,mismatch,a,b,2,Bat,3,3_43
2236,0,2,1.368,1,1,mismatch,b,a,5,Bowl,3,3_1
2237,1,2,1.925,2,1,mismatch,b,a,5,Bowl,3,3_2
2238,2,2,1.101,3,1,mismatch,b,a,5,Bowl,3,3_3
2239,3,2,0.757,4,1,mismatch,b,a,5,Bowl,3,3_4
2240,4,2,1.988,5,1,mismatch,b,a,5,Bowl,3,3_5
2241,5,2,0.982,6,1,mismatch,b,a,5,Bowl,3,3_6
2242,6,2,1.469,7,1,mismatch,b,a,5,Bowl,3,3_7
2243,7,2,1.047,8,1,mismatch,b,a,5,Bowl,3,3_8
2244,8,2,0.57,9,1,mismatch,b,a,5,Bowl,3,3_9
2245,9,2,0.537,10,1,mismatch,b,a,5,Bowl,3,3_10
2246,10,2,0.763,11,1,mismatch,b,a,5,Bowl,3,3_11
2247,11,2,0.969,12,1,mismatch,b,a,5,Bowl,3,3_12
2248,12,2,0.824,13,1,mismatch,b,a,5,Bowl,3,3_13
2249,13,2,1.287,14,1,mismatch,b,a,5,Bowl,3,3_14
2250,14,2,0.588,15,1,mismatch,b,a,5,Bowl,3,3_15
2251,15,2,0.998,16,1,mismatch,b,a,5,Bowl,3,3_16
2252,16,2,1.519,17,1,mismatch,b,a,5,Bowl,3,3_17
2253,17,2,1.495,18,1,mismatch,b,a,5,Bowl,3,3_18
2254,18,1,4.865,19,0,mismatch,b,a,5,Bowl,3,3_19
2255,19,2,0.782,20,1,mismatch,b,a,5,Bowl,3,3_20
2256,20,2,0.795,21,1,mismatch,b,a,5,Bowl,3,3_21
2257,21,2,1.205,22,1,mismatch,b,a,5,Bowl,3,3_22
2258,22,2,2.047,23,1,mismatch,b,a,5,Bowl,3,3_23
2259,23,2,1.256,24,1,mismatch,b,a,5,Bowl,3,3_24
2260,24,2,1.237,25,1,mismatch,b,a,5,Bowl,3,3_25
2261,25,2,0.819,26,1,mismatch,b,a,5,Bowl,3,3_26
2262,26,2,1.33,27,1,mismatch,b,a,5,Bowl,3,3_27
2263,27,2,1.375,28,1,mismatch,b,a,5,Bowl,3,3_28
2264,28,2,0.814,29,1,mismatch,b,a,5,Bowl,3,3_29
2265,29,2,1.117,30,1,mismatch,b,a,5,Bowl,3,3_30
2266,30,2,1.247,31,1,mismatch,b,a,5,Bowl,3,3_31
2267,31,2,0.681,32,1,mismatch,b,a,5,Bowl,3,3_32
2268,32,2,1.494,33,1,mismatch,b,a,5,Bowl,3,3_33
2269,33,2,0.987,34,1,mismatch,b,a,5,Bowl,3,3_34
2270,34,2,1.032,35,1,mismatch,b,a,5,Bowl,3,3_35
2271,35,2,0.059,36,1,mismatch,b,a,5,Bowl,3,3_36
2272,36,2,1.852,37,1,mismatch,b,a,5,Bowl,3,3_37
2273,37,2,0.914,38,1,mismatch,b,a,5,Bowl,3,3_38
2274,38,2,0.963,39,1,mismatch,b,a,5,Bowl,3,3_39
2275,39,2,0.772,40,1,mismatch,b,a,5,Bowl,3,3_40
2276,40,2,0.648,41,1,mismatch,b,a,5,Bowl,3,3_41
2277,41,2,1.022,42,1,mismatch,b,a,5,Bowl,3,3_42
2278,42,2,1.126,43,1,mismatch,b,a,5,Bowl,3,3_43
2279,0,2,1.127,1,1,mismatch,a,b,9,Clthspnh,3,3_1
2280,1,2,2.161,2,1,mismatch,a,b,9,Clthspnh,3,3_2
2281,2,2,1.848,3,1,mismatch,a,b,9,Clthspnh,3,3_3
2282,3,2,0.771,4,1,mismatch,a,b,9,Clthspnh,3,3_4
2283,4,2,1.615,5,1,mismatch,a,b,9,Clthspnh,3,3_5
2284,5,2,1.388,6,1,mismatch,a,b,9,Clthspnh,3,3_6
2285,6,2,0.94,7,1,mismatch,a,b,9,Clthspnh,3,3_7
2286,7,2,1.096,8,1,mismatch,a,b,9,Clthspnh,3,3_8
2287,8,2,0.898,9,1,mismatch,a,b,9,Clthspnh,3,3_9
2288,9,2,0.455,10,1,mismatch,a,b,9,Clthspnh,3,3_10
2289,10,2,0.459,11,1,mismatch,a,b,9,Clthspnh,3,3_11
2290,11,2,1.008,12,1,mismatch,a,b,9,Clthspnh,3,3_12
2291,12,2,0.849,13,1,mismatch,a,b,9,Clthspnh,3,3_13
2292,13,2,0.871,14,1,mismatch,a,b,9,Clthspnh,3,3_14
2293,14,2,0.472,15,1,mismatch,a,b,9,Clthspnh,3,3_15
2294,15,2,1.043,16,1,mismatch,a,b,9,Clthspnh,3,3_16
2295,16,2,1.21,17,1,mismatch,a,b,9,Clthspnh,3,3_17
2296,17,2,1.73,18,1,mismatch,a,b,9,Clthspnh,3,3_18
2297,18,2,2.018,19,1,mismatch,a,b,9,Clthspnh,3,3_19
2298,19,2,1.056,20,1,mismatch,a,b,9,Clthspnh,3,3_20
2299,20,2,0.905,21,1,mismatch,a,b,9,Clthspnh,3,3_21
2300,21,2,0.674,22,1,mismatch,a,b,9,Clthspnh,3,3_22
2301,22,2,1.722,23,1,mismatch,a,b,9,Clthspnh,3,3_23
2302,23,2,0.993,24,1,mismatch,a,b,9,Clthspnh,3,3_24
2303,24,1,4.418,25,0,mismatch,a,b,9,Clthspnh,3,3_25
2304,25,2,0.704,26,1,mismatch,a,b,9,Clthspnh,3,3_26
2305,26,2,1.08,27,1,mismatch,a,b,9,Clthspnh,3,3_27
2306,27,2,1.4,28,1,mismatch,a,b,9,Clthspnh,3,3_28
2307,28,1,1.186,29,0,mismatch,a,b,9,Clthspnh,3,3_29
2308,29,2,1.95,30,1,mismatch,a,b,9,Clthspnh,3,3_30
2309,30,2,1.857,31,1,mismatch,a,b,9,Clthspnh,3,3_31
2310,31,2,0.444,32,1,mismatch,a,b,9,Clthspnh,3,3_32
2311,32,2,0.893,33,1,mismatch,a,b,9,Clthspnh,3,3_33
2312,33,2,1.433,34,1,mismatch,a,b,9,Clthspnh,3,3_34
2313,34,2,0.8,35,1,mismatch,a,b,9,Clthspnh,3,3_35
2314,35,2,0.449,36,1,mismatch,a,b,9,Clthspnh,3,3_36
2315,36,2,1.094,37,1,mismatch,a,b,9,Clthspnh,3,3_37
2316,37,2,0.662,38,1,mismatch,a,b,9,Clthspnh,3,3_38
2317,38,2,0.843,39,1,mismatch,a,b,9,Clthspnh,3,3_39
2318,39,2,0.682,40,1,mismatch,a,b,9,Clthspnh,3,3_40
2319,40,2,1.187,41,1,mismatch,a,b,9,Clthspnh,3,3_41
2320,41,2,1.389,42,1,mismatch,a,b,9,Clthspnh,3,3_42
2321,42,2,0.618,43,1,mismatch,a,b,9,Clthspnh,3,3_43
2322,0,2,1.082,1,1,mismatch,b,a,11,frxtinguisher,3,3_1
2323,1,2,0.523,2,1,mismatch,b,a,11,frxtinguisher,3,3_2
2324,2,2,1.216,3,1,mismatch,b,a,11,frxtinguisher,3,3_3
2325,3,2,0.779,4,1,mismatch,b,a,11,frxtinguisher,3,3_4
2326,4,2,2.065,5,1,mismatch,b,a,11,frxtinguisher,3,3_5
2327,5,2,0.655,6,1,mismatch,b,a,11,frxtinguisher,3,3_6
2328,6,2,0.947,7,1,mismatch,b,a,11,frxtinguisher,3,3_7
2329,7,2,0.99,8,1,mismatch,b,a,11,frxtinguisher,3,3_8
2330,8,2,0.776,9,1,mismatch,b,a,11,frxtinguisher,3,3_9
2331,9,2,0.827,10,1,mismatch,b,a,11,frxtinguisher,3,3_10
2332,10,2,0.782,11,1,mismatch,b,a,11,frxtinguisher,3,3_11
2333,11,2,0.848,12,1,mismatch,b,a,11,frxtinguisher,3,3_12
2334,12,2,0.975,13,1,mismatch,b,a,11,frxtinguisher,3,3_13
2335,13,2,1.507,14,1,mismatch,b,a,11,frxtinguisher,3,3_14
2336,14,2,0.478,15,1,mismatch,b,a,11,frxtinguisher,3,3_15
2337,15,2,1.111,16,1,mismatch,b,a,11,frxtinguisher,3,3_16
2338,16,2,1.229,17,1,mismatch,b,a,11,frxtinguisher,3,3_17
2339,17,2,1.27,18,1,mismatch,b,a,11,frxtinguisher,3,3_18
2340,18,2,1.519,19,1,mismatch,b,a,11,frxtinguisher,3,3_19
2341,19,2,1.071,20,1,mismatch,b,a,11,frxtinguisher,3,3_20
2342,20,2,0.639,21,1,mismatch,b,a,11,frxtinguisher,3,3_21
2343,21,2,0.868,22,1,mismatch,b,a,11,frxtinguisher,3,3_22
2344,22,2,1.571,23,1,mismatch,b,a,11,frxtinguisher,3,3_23
2345,23,2,0.749,24,1,mismatch,b,a,11,frxtinguisher,3,3_24
2346,24,2,1.094,25,1,mismatch,b,a,11,frxtinguisher,3,3_25
2347,25,2,1.171,26,1,mismatch,b,a,11,frxtinguisher,3,3_26
2348,26,2,0.811,27,1,mismatch,b,a,11,frxtinguisher,3,3_27
2349,27,2,1.496,28,1,mismatch,b,a,11,frxtinguisher,3,3_28
2350,28,2,1.387,29,1,mismatch,b,a,11,frxtinguisher,3,3_29
2351,29,2,1.077,30,1,mismatch,b,a,11,frxtinguisher,3,3_30
2352,30,2,0.693,31,1,mismatch,b,a,11,frxtinguisher,3,3_31
2353,31,2,0.95,32,1,mismatch,b,a,11,frxtinguisher,3,3_32
2354,32,2,1.916,33,1,mismatch,b,a,11,frxtinguisher,3,3_33
2355,33,2,0.936,34,1,mismatch,b,a,11,frxtinguisher,3,3_34
2356,34,2,1.035,35,1,mismatch,b,a,11,frxtinguisher,3,3_35
2357,35,2,0.388,36,1,mismatch,b,a,11,frxtinguisher,3,3_36
2358,36,2,1.302,37,1,mismatch,b,a,11,frxtinguisher,3,3_37
2359,37,2,0.917,38,1,mismatch,b,a,11,frxtinguisher,3,3_38
2360,38,2,1.1,39,1,mismatch,b,a,11,frxtinguisher,3,3_39
2361,39,2,0.58,40,1,mismatch,b,a,11,frxtinguisher,3,3_40
2362,40,2,2.31,41,1,mismatch,b,a,11,frxtinguisher,3,3_41
2363,41,2,1.21,42,1,mismatch,b,a,11,frxtinguisher,3,3_42
2364,42,2,0.793,43,1,mismatch,b,a,11,frxtinguisher,3,3_43
2365,0,2,1.432,1,1,mismatch,a,b,17,Nail,3,3_1
2366,1,2,1.392,2,1,mismatch,a,b,17,Nail,3,3_2
2367,2,1,0.675,3,0,mismatch,a,b,17,Nail,3,3_3
2368,3,2,0.833,4,1,mismatch,a,b,17,Nail,3,3_4
2369,4,2,1.224,5,1,mismatch,a,b,17,Nail,3,3_5
2370,5,2,1.544,6,1,mismatch,a,b,17,Nail,3,3_6
2371,6,2,0.606,7,1,mismatch,a,b,17,Nail,3,3_7
2372,7,2,1.313,8,1,mismatch,a,b,17,Nail,3,3_8
